"PNuid_NLidu","Name_en","Nom_fr","Latitude","Longitude","satellite_dep","wo_backbone_fibre_sans_fibre_dorsale","CTI_backbone_dorsale_BPI"
1159,"Haliburton","Haliburton",45.677889,-62.746141,0,0,0
1160,"Eureka","Eureka",45.5,-62.683298,0,0,0
1161,"Riverton","Riverton",45.526751,-62.674044,0,0,0
1162,"Sundridge","Sundridge",45.71012,-62.849222,0,0,0
1163,"Three Brooks","Three Brooks",45.719249,-62.786262,0,0,0
1164,"Meadowville","Meadowville",45.7,-62.916698,0,0,0
1165,"West Branch","West Branch",45.639556,-63.042298,0,0,0
1166,"Central West River","Central West River",45.575321,-62.849555,0,0,0
1167,"Rocklin","Rocklin",45.497634,-62.783184,0,0,0
1168,"Lorne","Lorne",45.426089,-62.707677,0,0,0
1169,"Bridgeville","Bridgeville",45.433739,-62.606633,0,0,0
1170,"Springville","Springville",45.453497,-62.623264,0,0,0
1171,"Thorburn","Thorburn",45.5667,-62.55,0,0,0
1172,"Sunny Brae","Sunny Brae",45.40124,-62.503139,0,0,0
1173,"McLellans Brook","McLellans Brook",45.543868,-62.610893,0,0,0
1174,"Sutherlands River","Sutherlands River",45.588753,-62.501879,0,0,0
1175,"Lower Barneys River","Lower Barneys River",45.667234,-62.347263,0,0,0
1176,"Lismore","Lismore",45.7,-62.2667,0,1,0
1177,"Ponds","Ponds",45.6833,-62.299998,0,0,0
1178,"Arisaig","Arisaig",45.758213,-62.165712,0,0,0
1179,"Malignant Cove","Malignant Cove",45.784937,-62.085755,0,0,0
1180,"Maryvale","Maryvale",45.733805,-62.042965,0,0,0
1181,"Ballantynes Cove","Ballantynes Cove",45.85958,-61.919533,0,0,0
1182,"Cape George","Cape George",45.842737,-61.927006,0,0,0
1183,"Livingstone Cove","Livingstone Cove",45.867341,-61.973277,0,0,0
1184,"Jimtown","Jimtown",45.7075,-61.9004,0,0,0
1185,"Greenwold","Greenwold",45.616787,-61.970533,0,0,0
1186,"St. Andrews","St. Andrews",45.555446,-61.888318,0,0,0
1187,"Purlbrook","Purlbrook",45.566699,-62.033299,0,0,0
1188,"West River","West River",45.583301,-62.033297,0,0,0
1189,"St. Joseph","St. Joseph",45.539824,-62.078015,0,0,0
1190,"James River","James River",45.571701,-62.132919,0,0,0
1191,"Kenzieville","Kenzieville",45.580634,-62.305634,0,0,0
1192,"Pictou Island","Pictou Island",45.804875,-62.55635,0,1,0
1193,"Avondale","Avondale",45.633301,-62.299998,0,0,0
1194,"Eden Lake","Eden Lake",45.40328,-62.28717,0,0,1
1195,"McPhersons Mills","McPhersons Mills",45.533298,-62.516702,0,0,1
1196,"Blue Mountain","Blue Mountain",45.4833,-62.433299,0,0,1
1197,"North Grant","North Grant",45.666698,-62.033298,0,0,0
1198,"Lower South River","Lower South River",45.599998,-61.916697,0,0,0
1199,"Monks Head","Monks Head",45.648304,-61.838936,0,0,0
1200,"Pomquet","Pomquet",45.630073,-61.848755,0,0,0
1202,"Bayfield","Bayfield",45.631928,-61.744762,0,0,0
1203,"Heatherton","Heatherton",45.587692,-61.791708,0,0,0
1204,"Big Tracadie","Big Tracadie",45.6167,-61.633302,0,0,0
1205,"Monastery","Monastery",45.612248,-61.615186,0,0,0
1206,"Tracadie","Tracadie",45.623269,-61.669183,0,0,0
1207,"Frankville","Frankville",45.655766,-61.52652,0,0,0
1208,"West Havre Boucher","West Havre Boucher",45.661947,-61.553933,0,0,0
1209,"Mattie Settlement","Mattie Settlement",45.593796,-61.552376,0,0,0
1210,"Cape Jack","Cape Jack",45.682271,-61.565035,0,0,0
1211,"Lower West River","Lower West River",45.61116,-62.012137,0,0,0
1212,"Salt Springs","Salt Springs",45.590349,-62.001883,0,0,0
1213,"North Lochaber","North Lochaber",45.447934,-62.009908,0,0,1
1214,"Upper South River","Upper South River",45.466702,-61.933301,0,0,0
1215,"Port Wade","Port Wade",44.683299,-65.716699,0,0,0
1216,"Inglisville","Inglisville",44.858481,-65.1115,0,0,0
1217,"Tremont","Tremont",44.951837,-64.932904,0,0,0
1218,"Aylesford East","Aylesford East",45.030102,-64.811045,0,0,0
1219,"Saint John","Saint John",45.2765,-66.078142,0,0,0
1220,"Moncton","Moncton",46.090712,-64.791441,0,0,0
1221,"Fredericton","Fredericton",45.955391,-66.645585,0,0,0
1222,"Edmundston","Edmundston",47.363868,-68.335573,0,0,0
1223,"Riverview","Riverview",46.058161,-64.811855,0,0,0
1224,"Dieppe","Dieppe",46.097806,-64.749748,0,0,0
1225,"Quispamsis","Quispamsis",45.448255,-65.94014,0,0,0
1226,"Bathurst","Bathurst",47.613709,-65.649421,0,0,0
1227,"Rothesay","Rothesay",45.390143,-65.99658,0,0,0
1228,"Oromocto","Oromocto",45.845063,-66.488621,0,0,0
1229,"Marysville","Marysville",45.977895,-66.587745,0,0,0
1230,"Campbellton","Campbellton",47.998588,-66.668579,0,0,0
1231,"Chatham","Chatham",47.029593,-65.463739,0,0,0
1232,"Newcastle","Newcastle",47.000698,-65.570544,0,0,0
1233,"Grand Falls","Grand-Sault",47.042603,-67.747064,0,0,0
1234,"Sackville","Sackville",45.895001,-64.364769,0,0,0
1235,"Woodstock","Woodstock",46.156683,-67.582063,0,0,0
1236,"Shediac","Shediac",46.219449,-64.538591,0,0,0
1237,"St. Stephen","St. Stephen",45.196433,-67.279876,0,0,0
1238,"Caraquet","Caraquet",47.787082,-64.955517,0,0,0
1239,"Beresford","Beresford",47.708384,-65.703269,0,0,0
1240,"New Maryland","New Maryland",45.896943,-66.682341,0,0,0
1241,"Sussex","Sussex",45.723598,-65.516412,0,0,0
1242,"Hampton","Hampton",45.524494,-65.819727,0,0,0
1243,"Dalhousie","Dalhousie",48.062699,-66.371523,0,0,0
1244,"Shippagan","Shippagan",47.740638,-64.712456,0,0,0
1245,"Bouctouche","Bouctouche",46.473331,-64.722054,0,0,0
1246,"Saint-Quentin","Saint-Quentin",47.508626,-67.39027,0,0,0
1247,"Cap-Pele","Cap-Pele",46.213282,-64.273758,0,0,0
1248,"Petit Rocher","Petit Rocher",47.784414,-65.718358,0,0,0
1249,"Salisbury","Salisbury",46.027239,-65.042035,0,0,0
1250,"Perth-Andover","Perth-Andover",46.746055,-67.701773,0,0,0
1251,"Saint Andrews","Saint Andrews",45.07645,-67.050572,0,0,0
1252,"Balmoral","Balmoral",47.973235,-66.447056,0,0,0
1253,"Neguac","Neguac",47.244838,-65.084946,0,0,0
1255,"Bas-Caraquet","Bas-Caraquet",47.798025,-64.829233,0,0,0
1256,"Lamèque","Lamèque",47.795666,-64.644135,0,0,0
1257,"McAdam","McAdam",45.595429,-67.319723,0,0,0
1258,"St. George","St. George",45.130084,-66.824817,0,0,0
1259,"Saint-Antoine","Saint-Antoine",46.364209,-64.753089,0,0,0
1260,"Charlo","Charlo",47.990967,-66.306562,0,0,0
1261,"Petitcodiac","Petitcodiac",45.932549,-65.170442,0,0,0
1262,"Chipman","Chipman",46.175356,-65.874857,0,0,0
1263,"St. Leonard","St. Leonard",47.164176,-67.924847,0,0,0
1264,"Atholville","Atholville",47.989758,-66.715414,0,0,0
1265,"Norton","Norton",45.632158,-65.70206,0,0,0
1266,"Richibucto","Richibucto",46.682455,-64.867715,0,0,0
1267,"Eel River Crossing","Eel River Crossing",48.015879,-66.423029,0,0,0
1268,"Maliseet","Maliseet",46.765552,-67.70641,0,0,0
1269,"Hillsborough","Hillsborough",45.923493,-64.647829,0,0,0
1270,"Bertrand","Bertrand",47.754235,-65.072302,0,0,0
1271,"Rogersville","Rogersville",46.735199,-65.42791,0,0,0
1272,"Plaster Rock","Plaster Rock",46.913166,-67.397078,0,0,0
1273,"Kedgwick","Kedgwick",47.644874,-67.342327,0,0,0
1274,"Sainte-Anne-de-Madawaska","Sainte-Anne-de-Madawaska",47.249439,-68.023091,0,0,0
1275,"Sainte-Anne-de-Kent","Sainte-Anne-de-Kent",46.553633,-64.77561,0,0,0
1276,"Sainte-Marie-Saint-Raphaël","Sainte-Marie-Saint-Raphaël",47.79789,-64.56545,0,0,0
1278,"Blacks Harbour","Blacks Harbour",45.060845,-66.794723,0,0,0
1279,"Nackawic","Nackawic",45.996175,-67.240881,0,0,0
1280,"Pointe-Verte","Pointe-Verte",47.855805,-65.766693,0,0,0
1281,"Blackville","Blackville",46.732104,-65.829697,0,0,0
1282,"Dorchester","Dorchester",45.900017,-64.516198,0,0,0
1283,"Saint-Isidore","Saint-Isidore",47.555934,-65.040854,0,0,0
1284,"Clair","Clair",47.253679,-68.606234,0,0,0
1285,"Rivière-Verte","Rivière-Verte",47.320356,-68.145423,0,0,0
1286,"Grande-Anse","Grande-Anse",47.812771,-65.177914,0,0,0
1287,"Rexton","Rexton",46.640146,-64.864263,0,0,0
1288,"Saint-Léolin","Saint-Léolin",47.770017,-65.166835,0,0,0
1289,"Saint-Basile","Saint-Basile",47.355399,-68.223284,0,0,0
1290,"Florenceville","Florenceville",46.444931,-67.614129,0,0,0
1291,"Bristol","Bristol",46.470632,-67.576157,0,0,0
1292,"North Head","North Head",44.767975,-66.766766,0,0,0
1293,"Fredericton Junction","Fredericton Junction",45.657986,-66.606666,0,0,0
1294,"Gagetown","Gagetown",45.781005,-66.149985,0,0,0
1295,"Paquetville","Paquetville",47.668448,-65.106797,0,0,0
1296,"Cambridge-Narrows","Cambridge-Narrows",45.830709,-65.955759,0,0,0
1297,"Tracy","Tracy",45.677608,-66.683689,0,0,0
1298,"Baker Brook","Baker Brook",47.301916,-68.508584,0,0,0
1299,"Bath","Bath",46.512234,-67.597132,0,0,0
1300,"Saint-François de Madawaska","Saint-François de Madawaska",47.244859,-68.69781,0,0,0
1301,"Centreville","Centreville",46.431451,-67.711511,0,0,0
1302,"Hartland","Hartland",46.30084,-67.523439,0,0,0
1303,"Drummond","Drummond",47.03499,-67.683308,0,0,0
1304,"Doaktown","Doaktown",46.552685,-66.126169,0,0,0
1305,"Nigadoo","Nigadoo",47.740099,-65.714456,0,0,0
1306,"Saint-Louis de Kent","Saint-Louis de Kent",46.737518,-64.972878,0,0,0
1307,"St. Martins","St. Martins",45.348448,-65.555201,0,0,0
1308,"Harvey","Harvey",45.729241,-67.004238,0,0,0
1309,"Millville","Millville",46.127372,-67.192882,0,0,0
1310,"Alma","Alma",45.606661,-64.940452,0,0,0
1311,"Elgin","Elgin",45.795764,-65.11449,0,0,0
1312,"Meductic","Meductic",45.99523,-67.487229,0,0,0
1313,"Havelock","Havelock",45.995438,-65.313516,0,0,0
1314,"Aroostook","Aroostook",46.805694,-67.72272,0,0,0
1315,"Napadogan","Napadogan",46.410546,-66.931276,0,1,0
1316,"Jacksonville","Jacksonville",46.189497,-67.613274,0,0,0
1317,"Riverside-Albert","Riverside-Albert",45.748809,-64.731768,0,0,0
1318,"Canterbury","Canterbury",45.892287,-67.460912,0,0,0
1319,"Lakeville","Lakeville",46.337364,-67.685977,0,0,0
1320,"Cumberland Bay","Cumberland Bay",46.040215,-65.865686,0,0,0
1321,"Keswick Ridge","Keswick Ridge",45.997597,-66.888709,0,0,0
1322,"Geary","Geary",45.758101,-66.475757,0,0,0
1323,"Glassville","Glassville",46.481221,-67.423659,0,0,0
1324,"Nashwaak Bridge","Nashwaak Bridge",46.239442,-66.607571,0,0,0
1325,"Jemseg","Jemseg",45.831464,-66.113697,0,0,1
1326,"Browns Flat","Browns Flat",45.468251,-66.133739,0,0,0
1327,"Mill Cove","Mill Cove",45.878092,-66.00466,0,0,0
1328,"Harcourt","Harcourt",46.470712,-65.244199,0,0,0
1329,"Debec","Debec",46.073168,-67.689384,0,0,0
1330,"Boiestown","Boiestown",46.455466,-66.41499,0,0,0
1331,"Port Elgin","Port Elgin",46.050003,-64.086286,0,0,0
1332,"Taymouth","Taymouth",46.183127,-66.607613,0,0,0
1333,"Juniper","Juniper",46.551685,-67.223921,0,0,0
1334,"Stanley","Stanley",46.284905,-66.733932,0,0,0
1335,"Lawrence Station","Lawrence Station",45.42467,-67.174645,0,0,0
1336,"Moores Mills","Moores Mills",45.292372,-67.2788,0,0,0
1337,"Cape Tormentine","Cape Tormentine",46.126101,-63.794962,0,0,0
1338,"Sunny Corner","Sunny Corner",46.948463,-65.811694,0,0,0
1339,"Acadieville","Acadieville",46.730811,-65.264985,0,0,0
1340,"Pointe-Sapin","Pointe-Sapin",46.96677,-64.832653,0,1,0
1341,"Escuminac","Escuminac",47.0757,-64.912163,0,0,0
1342,"Lavillette","Lavillette",47.262717,-65.325635,0,0,0
1343,"Arthurette","Arthurette",46.790624,-67.487209,0,0,0
1344,"Odell","Odell",46.817076,-67.429644,0,0,0
1345,"Saint-Sauveur","Saint-Sauveur",47.52564,-65.287623,0,0,0
1346,"Upsalquitch","Upsalquitch",47.813926,-66.879284,0,0,0
1347,"Saint-Paul","Saint-Paul",46.328196,-65.016383,0,0,0
1348,"Bass River","Bass River",46.544549,-65.1124,0,0,0
1349,"Cocagne","Cocagne",46.32994,-64.612944,0,0,0
1350,"Saint-Jean-Baptiste-de-Restigouche","Saint-Jean-Baptiste-de-Restigouche",47.765578,-67.212846,0,0,0
1351,"St. Margarets","St. Margarets",46.906145,-65.196614,0,0,0
1352,"Saint-Martin-de-Restigouche","Saint-Martin-de-Restigouche",47.571056,-67.334974,0,0,0
1353,"Riley Brook","Riley Brook",47.174493,-67.210789,0,1,0
1354,"Oxbow","Oxbow",47.014745,-67.295447,0,0,0
1355,"Fosterville","Fosterville",45.799819,-67.764876,0,0,0
1356,"New Bandon","New Bandon",46.496936,-66.277955,0,0,0
1357,"Sillikers","Sillikers",46.942648,-65.874793,0,0,0
1358,"Renous","Renous",46.815462,-65.797197,0,0,0
1359,"Saint-Ignace","Saint-Ignace",46.69786,-65.079593,0,0,0
1360,"Notre-Dame-des-Érables","Notre-Dame-des-Érables",47.637847,-65.242836,0,0,0
1361,"Pont-Landry","Pont-Landry",47.575141,-64.955485,0,0,0
1362,"Scoudouc","Scoudouc",46.163156,-64.562682,0,0,0
1363,"Tidnish Bridge","Tidnish Bridge",45.978762,-64.044058,0,0,0
1364,"Baie Verte","Baie Verte",46.018392,-64.100716,0,0,0
1365,"Point de Bute","Point de Bute",45.899293,-64.242686,0,0,0
1366,"Jolicure","Jolicure",45.944171,-64.215748,0,0,0
1367,"Baie Verte Road","Baie Verte Road",45.990994,-64.142952,0,0,0
1368,"Bayfield","Bayfield",46.136632,-63.815094,0,0,0
1369,"Murray Corner","Murray Corner",46.1714,-63.9631,0,0,0
1370,"Bas-Cap-Pelé","Bas-Cap-Pelé",46.233734,-64.268693,0,0,0
1371,"Petit-Cap","Petit-Cap",46.1894,-64.164607,0,0,0
1372,"Trois-Ruisseaux","Trois-Ruisseaux",46.208651,-64.208365,0,0,0
1373,"LeBlanc","LeBlanc",46.17328,-64.273524,0,0,0
1374,"Shemogue","Shemogue",46.156813,-64.180758,0,0,0
1375,"Dupuis Corner","Dupuis Corner",46.2219,-64.3512,0,0,0
1376,"Robichaud","Robichaud",46.220104,-64.381396,0,0,0
1377,"Barachois","Barachois",46.228638,-64.448025,0,0,0
1378,"Pointe-du-Chêne","Pointe-du-Chêne",46.237556,-64.517354,0,0,0
1379,"Haute-Aboujagane","Haute-Aboujagane",46.148057,-64.40045,0,0,0
1380,"Middle Sackville","Middle Sackville",45.920969,-64.364178,0,0,0
1381,"West Sackville","West Sackville",45.873807,-64.383389,0,0,0
1382,"Wood Point","Wood Point",45.839794,-64.379124,0,0,0
1383,"Rockport","Rockport",45.7333,-64.499999,0,0,0
1384,"Bayside","Bayside",46.0667,-64.0167,0,0,0
1385,"Cape Spear","Cape Spear",46.086365,-63.809358,0,0,0
1386,"Cookville","Cookville",46.04074,-64.333323,0,0,0
1387,"Midgic","Midgic",45.976233,-64.292498,0,0,0
1388,"Upper Sackville","Upper Sackville",45.944877,-64.34462,0,0,0
1389,"Memramcook","Memramcook",46.005274,-64.551908,0,0,0
1390,"College Bridge","College Bridge",45.979748,-64.545937,0,0,0
1391,"Memramcook East","Memramcook East",46.013213,-64.518557,0,0,0
1392,"Saint-Joseph","Saint-Joseph",45.97621,-64.564175,0,0,0
1393,"La Hêtrière","La Hêtrière",46.011092,-64.59918,0,0,0
1394,"Gautreau Village","Gautreau Village",45.967959,-64.645949,0,0,0
1395,"Weldon","Weldon",45.950319,-64.675791,0,0,0
1396,"Lower Coverdale","Lower Coverdale",46.031926,-64.721109,0,0,0
1397,"Lakeburn","Lakeburn",46.10279,-64.678733,0,0,0
1398,"Saint-Anselme","Saint-Anselme",46.063399,-64.712266,0,0,0
1399,"Hildegarde","Hildegarde",46.118059,-64.850222,0,0,0
1400,"Harrisville","Harrisville",46.117744,-64.719609,0,0,0
1401,"Lakeville","Lakeville",46.148859,-64.675428,0,0,0
1402,"Five Points","Five Points",46.021967,-65.01713,0,0,0
1403,"Boundary Creek","Boundary Creek",46.054825,-64.982383,0,0,0
1404,"Irishtown","Irishtown",46.188715,-64.7942,0,0,0
1405,"Dufourville","Dufourville",46.278872,-64.759221,0,0,0
1406,"Chapman Corner","Chapman Corner",46.220575,-64.5664,0,0,0
1407,"Shediac Cape","Shediac Cape",46.242353,-64.568977,0,0,0
1408,"Shediac Bridge","Shediac Bridge",46.273504,-64.585458,0,0,0
1409,"Notre-Dame","Notre-Dame",46.313962,-64.726522,0,0,0
1410,"Bourgeois","Bourgeois",46.311917,-64.523598,0,0,0
1411,"Cap-de-Cocagne","Cap-de-Cocagne",46.351759,-64.555979,0,0,0
1412,"Cap-des-Caissie","Cap-des-Caissie",46.340631,-64.537723,0,0,0
1413,"Grande-Digue","Grande-Digue",46.296117,-64.570399,0,0,0
1414,"Saint-Philippe","Saint-Philippe",46.215111,-64.692504,0,0,0
1415,"Cormierville","Cormierville",46.404194,-64.623855,0,0,0
1416,"Côte-d'Or","Côte-d'Or",46.347623,-64.615285,0,0,0
1417,"Saint-Thomas-de-Kent","Saint-Thomas-de-Kent",46.443213,-64.644413,0,0,0
1418,"Buctouche-Sud","Buctouche-Sud",46.463896,-64.711965,0,0,0
1419,"Sainte-Marie-de-Kent","Sainte-Marie-de-Kent",46.415997,-64.82662,0,0,0
1420,"McKees Mills","McKees Mills",46.418185,-64.725607,0,0,0
1421,"Saint-Édouard-de-Kent","Saint-Édouard-de-Kent",46.54335,-64.71186,0,0,0
1422,"Saint-Pierre-de-Kent","Saint-Pierre-de-Kent",46.513184,-64.756808,0,0,0
1423,"Côte-Sainte-Anne","Côte-Sainte-Anne",46.581315,-64.727625,0,0,0
1424,"Maria-de-Kent","Maria-de-Kent",46.447559,-64.776435,0,0,0
1425,"South Branch","South Branch",46.536293,-64.909743,0,0,1
1426,"West Branch","West Branch",46.536391,-64.958766,0,0,0
1427,"Normandie","Normandie",46.482003,-64.984259,0,0,0
1428,"Clairville","Clairville",46.3833,-65.099999,0,0,0
1429,"Légerville","Légerville",46.309488,-65.000379,0,0,0
1430,"Adamsville","Adamsville",46.396269,-65.182345,0,0,0
1431,"Cap-Lumière","Cap-Lumière",46.658844,-64.719038,0,0,0
1432,"Richibucto-Village","Richibucto-Village",46.656113,-64.759532,0,0,0
1434,"Bedec","Bedec",46.683301,-64.783304,0,0,0
1435,"Jardineville","Jardineville",46.65466,-64.853796,0,0,0
1436,"Grande-Aldouane","Grande-Aldouane",46.711214,-64.931569,0,0,0
1437,"Petite-Aldouane","Petite-Aldouane",46.708319,-64.891697,0,0,0
1438,"Saint-Charles","Saint-Charles",46.664205,-64.977961,0,0,0
1439,"Kouchibouguac","Kouchibouguac",46.792137,-65.053363,0,0,0
1440,"Baie-Sainte-Anne","Baie-Sainte-Anne",47.051973,-64.953896,0,0,0
1441,"Manuels","Manuels",47.035509,-64.986128,0,0,0
1442,"Hardwicke","Hardwicke",47.075109,-65.017298,0,0,0
1443,"Bay du Vin Beach","Bay du Vin Beach",47.054765,-65.134527,0,0,0
1444,"Point Gardiner","Point Gardiner",47.070745,-65.101228,0,0,0
1445,"Miramichi","Miramichi",47.037198,-65.178684,0,0,0
1446,"Black River","Black River",46.967938,-65.325513,0,0,0
1447,"Black River Bridge","Black River Bridge",47.011519,-65.255301,0,0,0
1448,"Little Branch","Little Branch",47.004325,-65.215674,0,0,0
1449,"Douglastown","Douglastown",47.027925,-65.501571,0,0,0
1450,"Nelson-Miramichi","Nelson-Miramichi",46.979486,-65.548131,0,0,0
1451,"Loggieville","Loggieville",47.070351,-65.381401,0,0,0
1452,"Forest Corner","Forest Corner",47.058067,-65.419172,0,0,0
1453,"Moorefield","Moorefield",47.045475,-65.477788,0,0,0
1454,"Lower Newcastle","Lower Newcastle",47.082239,-65.393602,0,0,0
1455,"Oak Point","Oak Point",47.123691,-65.269668,0,0,0
1456,"The Willows","The Willows",47.116571,-65.281019,0,0,0
1457,"Upper Napan","Upper Napan",47.002143,-65.425516,0,0,0
1458,"Chatham Head","Chatham Head",46.998984,-65.546198,0,0,0
1460,"Strathadam","Strathadam",46.966702,-65.666702,0,0,0
1461,"Whitney","Whitney",46.966702,-65.733297,0,0,0
1463,"Lyttleton","Lyttleton",46.937771,-65.91241,0,0,0
1464,"Matthews","Matthews",46.927146,-65.921122,0,0,0
1465,"Quarryville","Quarryville",46.834625,-65.780515,0,0,0
1466,"Coughlan","Coughlan",46.77053,-65.758181,0,0,0
1467,"Derby","Derby",46.888601,-65.655015,0,0,0
1468,"Upper Blackville","Upper Blackville",46.633133,-65.872872,0,0,0
1469,"Shinnickburn","Shinnickburn",46.55,-65.833297,0,1,0
1470,"Priceville","Priceville",46.513589,-66.285487,0,0,0
1471,"Ludlow","Ludlow",46.486979,-66.351047,0,0,0
1472,"Carrolls Crossing","Carrolls Crossing",46.519943,-66.240129,0,0,0
1473,"Russelltown","Russelltown",46.548946,-66.166771,0,0,0
1474,"Amostown","Amostown",46.533521,-66.207947,0,0,0
1475,"O'Donnells","O'Donnells",46.516701,-66.266701,0,0,0
1476,"Astle","Astle",46.416698,-66.466697,0,0,0
1477,"Parker Ridge","Parker Ridge",46.45377,-66.524855,0,0,0
1478,"Howard","Howard",46.666698,-65.783302,0,0,0
1479,"Keenan Siding","Keenan Siding",46.700001,-65.800005,0,0,0
1480,"The Lots","The Lots",46.6833,-65.85,0,0,0
1481,"Weaver Siding","Weaver Siding",46.616699,-65.966698,0,0,0
1482,"Blissfield","Blissfield",46.585945,-66.056739,0,0,0
1483,"Grand Lake Road","Grand Lake Road",46.519609,-66.094223,0,0,0
1484,"Storeytown","Storeytown",46.5667,-66.15,0,0,0
1485,"Bloomfield Ridge","Bloomfield Ridge",46.483299,-66.483301,0,0,0
1486,"Holtville","Holtville",46.5167,-66.483299,0,0,0
1487,"McGivney","McGivney",46.363299,-66.563589,0,0,0
1488,"Cross Creek","Cross Creek",46.309865,-66.717547,0,0,0
1489,"Williamsburg","Williamsburg",46.331685,-66.770291,0,0,0
1490,"Trout Brook","Trout Brook",47.114874,-65.783509,0,0,0
1491,"Wayerton","Wayerton",47.133301,-65.833296,0,1,0
1492,"Big Hole Tract No. 8 (South Half) (Notoaganeg)","Big Hole Tract No. 8 (South Half) (Notoaganeg)",47.039842,-65.828521,0,0,0
1493,"Exmoor","Exmoor",46.983298,-65.833296,0,0,0
1494,"Beaver Brook Station","Beaver Brook Station",47.133301,-65.599999,0,0,0
1495,"Nowlanville","Nowlanville",46.943444,-65.516701,0,0,0
1496,"Barryville","Barryville",47.150001,-65.249999,0,0,0
1497,"New Jersey","New Jersey",47.202964,-65.19765,0,0,0
1498,"Lagacéville","Lagacéville",47.229897,-65.178004,0,0,0
1499,"Saint-Wilfred","Saint-Wilfred",47.257969,-65.224425,0,0,0
1500,"Lower Neguac","Lower Neguac",47.267635,-65.058837,0,0,0
1501,"Fairisle","Fairisle",47.281867,-65.123144,0,0,0
1502,"Covedell","Covedell",47.315322,-65.015206,0,0,0
1503,"Tabusintac","Tabusintac",47.327109,-65.011231,0,0,0
1504,"Brantville","Brantville",47.372595,-64.968198,0,0,0
1505,"Pontgravé","Pontgravé",47.414671,-64.956386,0,0,0
1506,"Rivière-du-Portage","Rivière-du-Portage",47.421026,-64.934899,0,0,0
1507,"Pont-Lafrance","Pont-Lafrance",47.442252,-64.974535,0,0,0
1508,"Leech","Leech",47.453367,-64.980765,0,0,0
1509,"Saint-Pons","Saint-Pons",47.474714,-64.961494,0,0,0
1510,"Upper Sheila","Upper Sheila",47.463419,-64.948281,0,0,0
1511,"Benoit","Benoit",47.486416,-64.961296,0,0,0
1512,"Saumarez","Saumarez",47.499901,-64.94015,0,0,0
1513,"Tracadie","Tracadie",47.51398,-64.914579,0,0,0
1514,"Sheila","Sheila",47.483299,-64.916705,0,0,0
1515,"Losier Settlement","Losier Settlement",47.563291,-64.933736,0,0,0
1516,"Boishébert","Boishébert",47.567648,-64.992746,0,0,0
1517,"Duguayville","Duguayville",47.601825,-65.06982,0,0,0
1518,"Haut-Sainte-Rose","Haut-Sainte-Rose",47.622914,-64.990882,0,0,0
1519,"Six Roads","Six Roads",47.622315,-64.871867,0,0,0
1520,"Maltampec","Maltampec",47.674933,-64.981954,0,0,0
1521,"Landry","Landry",47.667128,-64.950491,0,0,0
1522,"Inkerman","Inkerman",47.66849,-64.823757,0,0,0
1523,"Four Roads","Four Roads",47.610496,-64.842037,0,0,0
1524,"South River","South River",47.650001,-64.866699,0,0,0
1525,"Pokemouche","Pokemouche",47.671969,-64.883798,0,0,0
1526,"Upper Pokemouche","Upper Pokemouche",47.687478,-64.875723,0,0,0
1527,"Evangeline","Evangeline",47.692537,-64.846857,0,0,0
1528,"Inkerman Ferry","Inkerman Ferry",47.681418,-64.813729,0,0,0
1529,"Centre-Saint-Simon","Centre-Saint-Simon",47.736226,-64.840524,0,0,0
1530,"Haut-Saint-Simon","Haut-Saint-Simon",47.728085,-64.825579,0,0,0
1531,"Sainte-Rose-Gloucester","Sainte-Rose-Gloucester",47.618373,-64.933582,0,0,0
1532,"Thériault","Thériault",47.731031,-65.057158,0,0,0
1533,"Anse-Bleue","Anse-Bleue",47.823823,-65.082627,0,0,0
1534,"Maisonnette","Maisonnette",47.81673,-65.013158,0,0,0
1535,"Le Bouthillier","Le Bouthillier",47.796565,-64.900679,0,0,0
1536,"Middle Caraquet","Middle Caraquet",47.800607,-64.870275,0,0,0
1537,"Pokesudie","Pokesudie",47.800657,-64.767655,0,0,0
1538,"Morais","Morais",47.767729,-64.79825,0,0,0
1539,"Le Goulet","Le Goulet",47.704351,-64.71119,0,0,0
1540,"Haut-Shippegan","Haut-Shippegan",47.744662,-64.755047,0,0,0
1541,"Savoy Landing","Savoy Landing",47.752077,-64.68608,0,0,0
1542,"Chiasson","Chiasson",47.735548,-64.635923,0,0,0
1543,"Sainte-Marie-sur-Mer","Sainte-Marie-sur-Mer",47.777315,-64.578339,0,0,0
1544,"Cap-Bateau","Cap-Bateau",47.814545,-64.537704,0,0,0
1545,"Coteau Road","Coteau Road",47.832234,-64.56259,0,0,0
1546,"Petite-Rivière-de-l'Ile","Petite-Rivière-de-l'Ile",47.869289,-64.643928,0,0,0
1547,"Pointe-Canot","Pointe-Canot",47.835162,-64.694734,0,0,0
1548,"Sainte-Cécile","Sainte-Cécile",47.854388,-64.667381,0,0,0
1549,"Pigeon Hill","Pigeon Hill",47.847615,-64.513054,0,0,0
1550,"Little Shippegan","Little Shippegan",47.876967,-64.594661,0,0,0
1551,"Miscou Centre","Miscou Centre",47.940479,-64.568005,0,0,0
1552,"Miscou Harbour","Miscou Harbour",47.900003,-64.583299,0,0,0
1553,"Miscou Lighthouse","Miscou Lighthouse",48.008926,-64.523515,0,0,0
1554,"Miscou Plains","Miscou Plains",47.988853,-64.531209,0,0,0
1555,"Wilson Point","Wilson Point",47.9333,-64.483301,0,0,0
1556,"Black Rock","Black Rock",47.749999,-65.233298,0,0,0
